Text,Author
"sim parte alguns possuem preparo maior, parte novos procura criar novos métodos ensinar sala aula assim conseguindo atenção . falta interesse didática ruim professor. pode estar agradando alunos, assim possa ser falta recursos aula prazerosa didática. interdisciplinaridade trata encontro diversas áreas educação visam contribuir aprendizado . segundo (, 2010), estratégia surge necessidade mudanças métodos viabilização algumas práticas pedagógicas devido novos processos especialização saber, interdisciplinaridade mostrou-se respostas compartilhar relações diferentes áreas conhecimento. transversalidade trabalha alguns temas áreas convencionais, seja, temas dia-a-dia relacionados química, exemplo, trazendo maior amplitude aprendizado .",ve
"sociedade constituídas diferentes ângulos cultura, religião, costumes, variam indivíduos, grupos comunidade. assim escola deve oferecer forma contemple inserido dentro deste contexto educacional. uso interdisciplinaridade ferramenta contribui conhecimento amplo, vez permite conhecer conteúdos fazem fazem parte campo específico, possibilitando associação conteúdos outras bem experiências vivenciadas cotidiano. outro ponto importante, uso transversalidade, desenvolvida oferecer conteúdos presentes todas esferas, fazendo-se necessário acessível compreender relações estabelecidas todos grupos sociais, pois conteúdos priorizam bem estar individual coletivo equilíbrio homem natureza. uso ferramentas tecnológicas simples usos metodologias didáticas, possa fazer uso sala aula, permite oferta leque relação conteúdos trabalhados sala aula, dando oportunidade estudar realidade, pensamento analítico ?, fazer? fazer?, buscando ser agente transformador realidade forma contribuir desenvolvimento geral sociedade. papel fundamental nesse processo vez agente mediador saberes construídos.",sdfi
"1. opinião, prática vem acontecendo? quais considerações acerca deste questionamento? cidadania escola implica lutar colaborar melhoria formação humana sentido moral. opinião acontece maneira correta. escolas visam boa formação escolar, nota dez aprovação vestibular. papel escola preparar crianças jovens serem cidadãos conscientes, críticos participativos. dessa forma, poderão exercer direitos deveres forma responsável. cidadania precisa ser vivenciada dentro casa e, isso, parceria família fundamental. estreitar relacionamento explicar objetivos cada ação, fim trabalho continue pais, parte primordial formação completa. preciso unir família, equipe efetuosa capacitada professores. essa, infelizmente, realidade distante acontecer, principalmente maioria escolas públicas, comunidades carentes, pais pouco presente formação acadêmica filhos. ocorre escolas privadas, onde muitos pais exigem aprovação participa efetivamente formação aprendizagem. 2. sentem dificuldades aprender ciências? estuda vida processos motiva interessar aprender? 'problemas' colocados , solicitado 'resolver', particularmente área ciências, resumem-se, quase generalidade, a: efetuar série operações, simples conjugadas; utilizar fórmulas algoritmos; utilizar macetes encontrar respostas memorizar caminhos levem mesmas; habilitar-se repetição atividades tipo 'siga exemplo', através quais consiga, 'prova' , repetir atividade, modificados alguns coeficientes; isso, trata testes consulta que, bateria exercícios efetuados aula, alguns escolhidos 'cair' dito teste. situação encontra embutida problemática geral, caracteriza comum normalmente ministrado escolas; excessivo apego livro-texto; utilizada aulas; uso inadequado salas-ambiente; própria sistemática burocrático-administrativa; utilização utilização equivocada recursos moderna tecnologia educacional. maioria escolas dispõe materiais didáticos pedagógicos diversificado, consequentemente docente utiliza recursos métodos diferenciados, trabalha forma habitual, seja, escreve conteúdos quadro enquanto copiam cadernos. velhas práticas, ferramentas ultrapassadas metodologias retrógradas suficientes suprir necessidades atual cenário educacional brasileiro. preciso considerar informações tornaram rápidas acessíveis, estudantes cada vez autônomos conectados novas tecnologias mídias sociais revolucionando forma ensinar aprender. tudo requer escola perfil contemporâneo aprendizado, ajude vencer todos desafios sociedade impõe. nesse contexto, deve-se ressaltar importância formação continuada, finalidade manter equipe escolar sempre atualizada, inovando aprimorando práticas pedagógicas. preciso criar estratégias inovadoras auxiliar desenvolvimento alunos, refere unicamente uso novas tecnologias. inovar usando velhos recursos, incluindo tradicionais, nunca ultrapassados, livros didáticos, canetas papéis. possível recursos devem sim ser explorados sala: criatividade pode ?colorir? escola dar significado ensino-aprendizado através projetos diferentes, interdisciplinaridade aulas dinâmicas interativas. ainda assim, inovações podem devem incluir instrumentos tecnológicos. 3. entende trabalhar interdisciplinaridade transversalidade? interdisciplinaridade transversalidade métodos trabalhar conhecimento buscam reintegração aspectos ficaram isolados tratamento disciplinar. isso, busca-se conseguir visão ampla adequada realidade. seja, supere fragmentação conceitos trabalhados. vá além formais, tratando conceitos maneira integrada. interdisciplinaridade pode ser compreendida sendo troca áreas conhecimento. interdisciplinaridade pretende garantir construção conhecimentos rompam fronteiras disciplinas. transversalidade diz respeito possibilidade estabelecer, prática educativa, relação aprender conhecimentos teoricamente sistematizados questões realidade transformação.",sdlmm
"história educação processo bastante dinâmico, passa inúmeras transformações conforme necessidades vão surgindo, acordo local, situação contexto indivíduos integrante desse processo fazem parte. busca saber remota tempo atrás, buscava novo, afim conquistar além apresentado frente. longo história conhecemos descobertas importantes, fogo, armas sobrevivência, (sejam ataque outros povos, usadas facilitar ingestão caças, preparo armadilhas tal), roda, fermentação dentre outras, revela conhecimento permite alcançar diversos campos perspectiva, ambiental social. assim, longo tempo busca sendo aprimorada surgindo novas ferramentas viabilizaram aquisição novos saberes. conhecimento científico entendido fundamental pesquisa, vem pra oferecer mecanismos dessem homem possibilidade conhecer mundo componentes forma entender relações estabelecidas todos integrantes desse espaço chamado terra. importante aliada desenvolvimento social tecnológico, vez potencialidade modificar realidade, contribuindo formação cidadãos críticos reflexivos aprimorem conhecimentos triviais meio técnicas métodos ajudem escala tecnológica científica, reconstruir sociedade conceitos oferecidos educação questões cotidianas. todavia simples solução, tão pouco ocorre forma sistemática funcional. longo história passou diversas situações influências, tendo alterações desde formação profissionais área transformações sociedade reflexo modificações estenderam constantemente passar anos. aspectos históricos, epistemológicos didáticos orientam ciências, sendo assim, interferem significativamente formação processo aprendizagem. avanço tecnológico desenvolvimento científico fez-se necessário mudança cenário educacional, vez deveria comportar tendências internacionais garantindo melhor desempenho, porém preocupar realidade brasileira inseridos interessados saber. aumento atividades acabaram gerando problemas ambientais sociais acabaram trazer prejuízo todos. partir década 70 deu-se prioridade pura, uso tecnologia, porém percebeu-se indispensável favorecimento investigação científica, bem necessidade articulação ciência, sociedade tecnologia. após segunda guerra mundial advento novas descobertas científicas tecnológicas, verdades científicas ganharam maior credibilidade instituições governamentais passaram dar maior suporte área. caminhada fácil, visto diversas teorias sendo apresentadas afim oferecer eficaz onde elaboração recursos didáticos experimentais aulas ciências. fazendo-se necessário mudança currículo, contribuiu mec abrisse centros buscando oferecer método científico base investigação científica oferecendo aulas práticas favorecessem compreensão mundo científico-tecnológico vivem pensando assim prática social conexão sistemas políticos econômicos, sendo assim vista agente transformador sociedade. infelizmentecom desinteresse ciência, necessitou repensado vez mudança currículo finalidade alfabetizar cientificamente jovens futuros cientistas. levando-os pensamento crítico modo estabelecessem relação sociedade contribuindo desenvolvimento país responsabilidade social ambiental. tal fez-se necessário pensar docente, vez trabalhada forma tradicionalista, mecânica, visando modificação transmissor orientador, facilitando processo aprendizagem. deveria ter competência técnica qualificação formal profissional, sendo direcionado cursos formação aperfeiçoamento intuito ter subsídios despertasse curiosidade investigativa. leis diretrizes bases parâmetros nacionais curriculares entram propondo desenvolvimento capacidade pesquisa, análise síntese estabelecendo relação ciência, tecnologia sociedade. vista portanto estratégica influencia transformações sociais educativas. assim, relações passaram ser contextualizadas, universidades criadas passou ter conhecimento válido, apesar ainda ser transmitido forma mecânica. importância pensar metodologias teórico-práticas , contribuindo formação sempre currículo composto tantas ferramentas, condições adequadas formação. oportunidade reconstrução imagem naturais, uso ferramentas associam, teoria, prática, formação crítica -reflexiva, podemos reforçar papel socializador ciência, vez faz ligação campos sociais, tecnológico, cognitivos sociedade.",sdfi
"abordar conteúdo biologia aula prática, garante interdisciplinaridade prática pedagógica contribui interação contextualização. interdisciplinaridade - biologia, matemática química conteúdo: classificação plantas criptógamas: briófitas pteridófitas fanerógama: gimnospermas angiospermas abordar tema classificação plantas, propõe aula expositiva dialogada referente características difere cada grupo principais representantes. aula prática sugestão construção jardim empregando alguns representantes plantas criptógamos fanerógamos, proporcionando maiores possibilidades conhecimento através vivência. ato elaboração desse jardim discentes aprenderão classificar distinguir grupos plantas inseridos canteiros. nessa estudantes aplicarão conhecimentos matemática, calcular área, perímetro diâmetro, poder saber entender quantas plantas poderão inserir canteiro quanto material orgânico necessário naquele canteiro. entender espécies grupos plantas podem ser inseridas determinado solo, discentes precisarão medir ph solo conectando conhecimentos química.",sdlmm
"formule questão considerando escalas: temporal, espacial biológica monitoramento populacional bromélias-tanque (aechmea chrysocoma baker.) endêmicas hiperfragmento mata atlântica cidade monitoramento feito hiperfragmento mata atlântica (1ha) unidade conservação cidade localizada bairro curado contigua jardim botânico ucn possui 113,6 hectares (). durante 1 feito observação 10 indivíduos espécie aechmea chrysocoma hiperfragmento objetivo quantificar comunidade trófica (formigas, abelhas, aranhas, répteis outros), seja, relação interação organismos através recursos naturais ofertados bromélias-tanque dessa forma percebendo sucessão ecológica hiperfragmento. nesse sentido, estudos proporcione entendimento sucessão ecológica áreas degradas processos antrópicos efeito borda desmatamento espécies-chaves podem possibilitar melhor caminho recuperação processos ecológicos trabalhem melhor forma regeneração áreas importante papel ecossistêmico. prática – ecologia evolutiva experimento germinativo sementes milho-verde (zea mays l.) avaliação arquitetura raízes dois tipos substratos. experimento feito casa vegetação dois tipos substratos: 1) rico matéria orgânica (npk) regas diárias; 2) pobre matéria orgânica (npk) regas 1 vez semana. experimento ocorre durante 30 dias utilizando dez sementes dez copos plástico. utilizado 5 copos cada contendo semente milho-verde substrato rico matéria orgânica outros 5 copos substrato pobre matéria orgânica. final experimento avaliado crescimento desenvolvimento raízes expostas dois tipos condições artificias casa vegetação. devido processo oferta recursos (substrato água) esperado experimento 1 maior oferta substrato água vegetais apresentaram menor crescimento raízes copos plásticos, além disso investimento altura, cor folhas caule verdes mudas. experimento 2 menor oferta recursos mudas invistam capacidade crescimento desenvolvimento raízes acometendo menor investimento altura, coloração folhas caule. caso contrário resultados expostos final experimento sementes milho-verde, possível explicação tipo semente utilizada experimento, capacidade cada semente adaptar-se ambiente condições acometidas durante etapas ofertas recursos, possível erro humano durante procedimento etapas: hora rega, profundidade deposito sementes substrato quantidade oferecida qualidade possíveis relevância mudança resultados. plasticidade fenotípica consiste capacidade organismos alterar fisiologia morfologia acordo condições ambiente. seja, seleção capacidade fenotípica mudas experimento deu pressão condições ambientais expostos, dessa forma processo plasticidade abrange todos tipos mudanças induzidas ambiente nessa questão mudanças induzidas ação antrópica ação ambiente casa vegetação próprias condições naturais tudo totalidade resposta plantas ambiente formato geral percebidas quantificadas exploradas resultado. segundo raven (2001), capacidade indivíduo apresentar diferentes respostas ambiente pode ser própria atributo desenvolvido. pode ser explicado através mecanismos recombinação genes gera variabilidade genética indivíduos população mutações genéticas constantes podem provocar alterações nível populacional caso plantas cruzamento (polinização cruzada) dessa forma nível indivíduo valido ressaltar pertencendo determinada espécie idênticos. exemplo determinada planta sofre herbivorísmo devido ação determinado momento ativa genes competem desenvolver substancias toxicas (defesa secundaria), nesse processo hipótese ocorre polinização gera novo indivíduo herda gene criando seleção demais ainda vão ser acometidos ação herbivorísmo sendo extintos tal processo. eventual mudança contexto ambiental, populações armazenassem fenótipos reserva via plasticidade fenotípica variação genética outras, e, portanto, resposta evolutiva rápida mudança ambiental. ausência outro lado seleção natural assume papel organização onde espécie forte tendência prevalecer meio. referência bibliográfica raven, peter h; evert, ray f; eichhorn,susan e. b i l g i v g t l . 6 . d .rio d j n i r :guanabara koogan,2001",fadj
"– campus – / disciplina: docente: questões complementar: 1) ? apresenta-se duas espécies explorando nicho, tendo ocorrência espécies. competição ocorre forma severa convivência impossibilitada. recursos serem consumidos podem apresentar redução disponibilidade consequentemente taxa populacional sofrerá redução, assim espécies pode sobreviver. exemplo espécies peixe palhaço vivem único habitat, contudo exploram nichos ecológicos diferentes sendo suficiente possam existir, assim havendo maior competição recursos espaço reduzidos. 2) comente sob ponto vista nichos ecológicos acontece espécies exemplos acima. diminuição total recursos resulta extinção espécie. modificando nicho consequentemente sessam competição recursos limitados, assim evitando possível extinção. 3) padrão surge duas espécies competem tão amplamente distribuído elevado categoria princípio. princípio chamado “princípio exclusão competitiva” “princípio gause”. explique princípio. princípio onde cada espécie possui próprio nicho ecológico, assim duas espécies possam coexistir habitat, preciso nichos possuam características diferentes suficientes.",ve
"– campus – / disciplina: docente: questões: 1) ? ocorrência duas espécies explorando nicho ecológico, podendo haver espécies. tipo competição ocorre forma agressiva convivência inviável. recursos serem consumidos podem apresentar baixas disponibilidade consequentemente taxa populacional diminua, assim espécies pode sobreviver. exemplo dado, espécies peixe palhaço vivem único habitat, porém exploram nichos ecológicos diferentes sendo suficiente possam coexistir, assim havendo maior competição recursos espaço escassos. 2) comente sob ponto vista nichos ecológicos acontece espécies exemplos acima. redução recursos ocasiona extinção espécie. podendo assim modificar nicho parar competir recursos limitados, assim evitando possível extinção. 3) padrão surge duas espécies competem tão amplamente distribuído elevado categoria princípio. princípio chamado “princípio exclusão competitiva” “princípio gause”. explique princípio. princípio onde cada espécie possui próprio nicho ecológico, assim duas espécies possam coexistir habitat, preciso nichos possuam características diferentes suficientes.",sdeg
"disciplina: ecologia comunidades populações : complementar (competição ) processo competição: pode-se afirmar espécie precisa mesma fonte, ambas disputaram recurso. nesse caso, resistentes acabaram adquirindo maior quantidade recursos, garantindo sobrevivência perpetuação. enquanto menos favorecida ira manter condições incapazes continuar reproduzir, sendo difícil manter própria existência. processo coexistência: ocorre fato dessas espécies terem nichos diferenciados, possibilita ambas busquem recursos vivam tranquilamente interfira processo sobrevivência desenvolvimento outra. exemplo 1, vê-se ambas espécies diatomáceas necessitam recurso ( silicato), pois apresentam nichos iguais vivem mesma área, disponibilidade suficiente ambas, ocorre disputa, leva aumento diminuição outra. gerando assim alterações nessas populações. 2 exemplo, possibilidade coexistência peixes palhaço, mostra apesar necessitarem mesma fonte (anêmona), ser quantidade inferior relação indivíduos, cada ocupa lugar possível, pois cada apresenta nicho diferenciado, possibilitando assim correlação. “ princípio gause”: entendimento prévio nicho efetivo nicho fundamental, entende-se que: duas espécies competidoras conseguem permanecer estáveis nichos diferenciados, pois caso contrário espécie aumentara enquanto outra declínio população, fato necessitarem recursos todas condições determinado habitat vivem.",sdfi
"r – bem, caso exemplo competição: intraespecífica, pois, indivíduos mesma espécie envolvidos b plantados sozinhos, plantados juntos caso gráfico c haverá competição interespecífica, pois, plantas espécies diferentes competindo mesmos recursos, tais água nutrientes possuírem nicho ecológico. exemplo coexistência: princípio exclusão competitiva diz duas espécies mesmas características biológicas competem mesmos recursos conseguem coexistir modo amigável estável meio, principalmente fatores ecológicos constantes. caso venha acontecer, sempre duas espécies irá sobrepor outra podendo existir desvio comportamental, troca nicho ecológico, mudanças evolução extinção espécie fraca. r – exemplo competição: plantas espécies diferentes competindo mesmos recursos. exemplo coexistência: troca nicho ecológico manter sobrevivência espécie mudança alimentação. r - teoria segunda nichos ecológicos exclusivos cada espécie, duas coexistam habitat, necessário nichos características diferentes suficientes. assim, competição espécies nicho pode dar origem 3 situações diferentes: escassez recursos leva espécies extinção. espécies expulsa daquele habitat migra outro território busca recursos garantam sobrevivência. todas espécies modificam nicho ecológico, maneira deixem competir recursos limitados.",bmm
"redija texto explicará crise ambiental atualidade pode ser resumida unicamente intervenções recentes ser humano meio ambiente. fato crise ambiental vem tomando palco mundo atualidade relação consumo forma recurso natural tomou outra roupagem bens naturais, ainda acredito longe chegar intender aplicar. além disso, refletirmos cenário mundial aspecto ambiental desgaste bens naturais antagonismo ruma antropocentrismo onde deparar redução biodiversidade relação ações antrópicas vem sendo feitas longo historia humana chega beirar paradigma hipócrita parte, achismo ego levando criar mundo perfeito onde prendemos esquecer tais aspectos poderiam projetar analise pretérita ações planeta premissa reflexo negativo médio longo prazo. segundo pott & estrela (2017) registram trabalho temática historia ambiental, partir segunda metade século passado humanidade pôde acompanhar consequências sistema remanescente revolução industrial que, visar apenas produtividade foco crescimento econômico, zelou qualidade ambiente consequente saúde população. seja, utilização “bens naturais” acompanha historia repleta ações bom tempo vinha dando sinais próprio homem. hoje vivemos mundo repleto informação tecnologia, porem ainda caminhando passos tímidos resolver problemáticas ambientais nível mundial, regional, local. momento atual, refere meio ambiente, reflexo série erros decisões tomadas passado. encontramo-nos ponto devemos basicamente reduzir impactos desses erros, deixados legado, geração, trabalhar sob enfoque prevenção precaução mesmas falhas repetidas (pott & estrela, 2017). crise heranças deixadas reais tratar algo novo extremamente irresponsável, seja, relação historia exploração atual somente vem olhar critico temática criando linha pensamento, quais despertaram para: crise ambiental? relação ações antrópicas? quantos tempos ainda têm reduzir efeitos mundo? bens naturais finitos? inúmeras problemáticas herdamos devemos procurar meios responder possível solucionar antes bens naturais transformem utópicos bens naturais. nesse sentido legado repleto consequências quais período infelizmente somente fazemos adições receita bolo concertar colocamos fermento final resultado esperamos. ainda contra partida visão atual leva bem-estar voltado vida humana, seja, continuamos visão antropocêntrica centro pensamentos leva abismo entender natureza organismo vivo repleto vida. pott & estrela (2017) fazem referencia conferência internacional população desenvolvimento (cipd), reunindo 179 países documento contem seguinte premissa: chegar desenvolvimento sustentável melhor qualidade vida todos povos, estados devem reduzir eliminar sistemas insustentáveis produção consumo promover políticas adequadas, inclusive políticas relacionadas população, modo atender necessidades gerações atuais comprometer capacidade futuras gerações satisfazerem próprias. (unfpa, 2014 - relatório conferência internacional população desenvolvimento, 1994, p.43). ainda pensamento segregação cerca meio ambiente nesse caso ocorre partição responsabilidade sustentabilidade onde analisarmos, falta fortalecimento políticas públicas determinada população contribui tipo pensamento ainda torna possível cegueira desse grupo crise ambiental incapacitando futuras ações reflexões relevantes temática. pensar toda responsabilidade período humanidade vem acontecendo meio ambiente utopia, porém momento reduzir impactos gerados antecessores (ancestrais) assim dizer. referencias pott i, c m & estrela, c c. histórico ambiental: desastres ambientais despertar novo pensamento. ver.: estudos avançados 31 (89), 2017. visualizado em: http://www.scielo.br/pdf/ea/v31n89/0103-4014-ea-31-89-0271.pdf. unfpa – fundo populações nações unidas brasil. relatório final conferência internacional população desenvolvimento – plano ação cairo. disponível em:< http://www.unfpa.org.br/arquivos/relatorio-cairo. pdf>. acesso em: 14 jul. 2015.",fadj
"crise ambiental crise ambiental atual resultado catastrófico anos ações próprio homem provoca, desde inicios tempos. modo homem vê natureza ligada diretamente cultura, varia região região. porém acho difícil crise atual natureza culpa homem, conta desde inicios tempos, homem olhou natureza meio investimento, nunca olhando igual, sim sempre visando lucro, gerando assim impactos causa explorações larga escala, degradando muitos habitats nunca voltaram ser antes. então homem desde sempre vem explorando natureza, (é mal antigo), reflete agora futuro, embora ações homem frequentes atualmente, culpa atualidade, sim resultado anos exploração ilegal, anos desrespeito, anos roubo, saques natureza, pagando preço desse assassinato hoje.",sdcm
