Text,Author
"a mata atlântica é um dos hotspot do mundo em virtude de seu grande endemismo, essas áreas são, portanto, locais que necessitam de atenção urgente, sendo considerados prioritários nos programas de conservação. através dos hotspot grupos de conservação poderiam salvar mais espécies em uma menor área e, presumivelmente, a um custo mais baixo do que em outros lugares. 
            o problema encontrado nos hotspot é a dificuldade de localizar onde exatamente todas as espécies desconhecidas poderiam ocorrer. com isso, a comunidade científica continua aperfeiçoando os conhecimentos sobre as distribuições das espécies. 
            cientistas cada vez mais usam modelos computadorizados para aperfeiçoar esses esforços. avanços no sensoriamento remoto e nos sistemas de informações geográficas permitindo assim estender a informação limitada de campo por áreas grandes demais para inspecionar em detalhes. os resultados desses modelos podem então fornecer dados para análises de hotspot de escalas mais refinadas.",bmm
"1- pool genético: é o conjunto de todos os alelos únicos de uma determinada população ou espécie que num dado momento ocupam uma determinada área geográfica que trocam livremente entre si os seus genes e que formarão a base para o fundo genético  geração seguinte.
inóspitas: local em que não há condições para ser habitado ou onde não se consegue viver.
intercambiáveis: significa que duas coisas diferentes podem ser usadas alternadamente com o mesmo propósito sem o que o resultado seja prejudicado.
amorfa: que não tem forma determinada.
fragmentação de habitats: a fragmentação de habitat é o processo de divisão e modificação das áreas de ocupação de uma espécie. é definida, por conceito, como 'o conjunto de mecanismos que levam a descontinuidade na distribuição espacial dos recursos e condições presentes em uma área, em escala, que afeta a ocupação, reprodução e sobrevivência de uma espécie'.
insularidade: o que pode ser utilizado para caracterizar ou definir uma ilha.
que não consegue se comunicar  terra para outros locais.

2- minhas dúvidas são: será que as pessoas sabem  importância que é preservarmos a natureza de um modo geral? quais são as medidas que devem ser tomadas para que a preservação  biodiversidade seja levada mais a sério?

3- o livro oferece uma visão geral dessa diversidade biológica e traz um aviso urgente de que estamos alterando e destruindo os ambientes que criaram a diversidade de formas de vida por mais de um bilhão de anos!",jc
"biologia  conservação
“o conceito de biodiversidade e a história  biologia  conservação”.

quais os termos novos encontrados no texto? busque o significado e definição dos termos que você não conhece.

espécies carismáticas: são aquelas espécies com forte apelo popular sensibilizando o afeto o afeto  população para com o seu cuidado. geralmente as espécies com esse perfil são eleitas para encabeçar campanhas de conservação  biodiversidade. são as espécies-bandeiras.

intercambiável: significa que duas coisas diferentes podem ser usadas alternadamente com o mesmo propósito sem que o resultado seja prejudicado.

auspícios: proteção, favor, recomendação, apoio, financiamento, material etc.

como se pode medir a quantidade de biodiversidade de um local? apenas pelo número de espécies?

a biologia  conservação atua somente para garantir a conservação  biodiversidade?

3. ?

o conceito de biodiversidade é recente e foi idealizado por walter g. rosen, do national research council/national academy of sciences (  nrc/nas  ), em 1985.

em washington, de 21 a 24 de setembro de 1986 aconteceu um fórum sobre diversidade biológica, com o nome de national forum on biodiversity, sob os auspícios  nas e do smithsonian institute.

biodiversidade é a forma contraída de diversidade biológica e apareceu pela primeira vez em uma publicação em 1988, justamente no livro organizado pelo prestigiado biólogo edward o. wilson que trazia os resultados do national forum on biodiversity.

o principal manual americano sobre biologia  conservação apresenta este campo do conhecimento como uma resposta  comunidade científica aos impactos dos humanos sobre a biodiversidade, a uma taxa de extinção de espécies que está hoje de 100 a 1000 vezes acima do que seria normal (  no processo evolutivo, espécies desaparecem e surgem ao longo do tempo  ) ou seja, a uma crise global  biodiversidade.",td
"questão 01

1.  patrimônio natural: patrimônio natural de um país reúne áreas de importância preservacionista e histórica. são áreas que transmitem a importância do ambiente natural para que possamos lembrar do passado, de onde viemos, o que estamos fazendo com o ambiente e para onde vamos.
2.  demografia:é uma área  ciências sociais que estuda a dinâmica populacional humana. o seu objeto de estudo engloba as dimensões, estatísticas, estrutura e distribuição das diversas populações humanas.
3. limnologia: é o estudo das reações funcionais e produtividade das comunidades bióticas de lagos, rios, reservatórios e região costeira em relação aos parâmetros físicos, químicos e bióticos ambientais.
4. insularidade: o que pode ser utilizado para caracterizar ou definir uma
ilha. que não consegue se comunicar  terra para outros locais. [figurado] estado daquilo que se assemelha a ou possui qualidades de ilha.

questão 03

na literatura científica, os termos intercambiáveis diversidade biológica e biodiversidade
surgiram para dar conta de questões relacionadas com os temas fundamentais  ecologia e 
biologia evolutiva, relacionados com a diversidade de espécies e com os ambientes que lhe servem
de suporte, ao mesmo tempo que são suportados por ela e que são, simultaneamente, o palco e o
resultado ? sempre inacabado ? do processo evolutivo. biodiversidade e diversidade biológica
tornaram-se de amplo uso nos meios científicos e entre os ativistas  conservação. sarkar ( 2002 )",sdjme
"o conceito de biodiversidade e a biologia  conservação são interdependentes. o artigo de franco apresenta o significado do conceito de biodiversidade e a história  biologia  conservação, mostrando os caminhos que foram percorridos, a partir de um diálogo com diversos pesquisadores. a abordagem crítica do autor nos leva a refletir sobre ciência, ética e o desafio em conservar e proteger a biodiversidade.
1. quais os termos novos encontrados no texto? busque o significado e definição dos termos que você não conhece.

r -insight: compreensão súbita de alguma coisa ou determinada situação; definição: discernimento, esclarecimento.  
ecólogo: ecologia; ecologista; definição: estuda os seres vivos e suas interações  com o meio onde vivem.
turnover: virada; renovação; reversão; definição: rotatividade de pessoas.
protótipo: modelo ou molde para futuras produções; definições: desenvolvimento de produtos.
profícua: produto; útil; definição: que tende a ser rentável.
depressão endogâmica: fenômeno que ocorre aos acasalamentos consanguíneos. definição: aumento  homozigose.
ornitólogo: pessoa que se dedica aos estudos de aves; definição: ramo  zoologia que estuda aves.
insularidade: uma ilha ou conjunto de ilhas; definição: algo ou alguém que habita uma ínsula ( ilha ); insulado.
estocástico: diz-se dos processos que dependem das leis do acaso. definição: é uma coleção de variáveis aleatórias que, em geral, são utilizadas para estudar a evolução de fenômenos ( ou sistemas ) que são observados ao longo do tempo. 

r - pág. 19, daniel simbeloff: “ ele argumentava que, embora as reservas grandes fossem fundamentais, muitas pequenas reservas cumpriam um papel importante”.
    pág. 14, “eles argumentam, sobretudo, contra as generalizações, defendendo a idéia de que pequenas reservas isoladas poderiam eventualmente conter maior número de espécies do que uma única grande.”

3. ?

r - “  preservação  wildernes à conservação  biodiversidade”

a tradição  preservação  wilderness abarca autores como henry david e john min, passando por aldo leopold até desembocar na deep ecology de arne naess, george sessions e bill devall. ela enfatiza a autonomia  natureza selvagem, seu aspecto indomado e sublime. a percepção de que o mundo natural não foi criado pelos humanos nem para os humanos conduz à afirmação de seu caráter transcendental e à atribuição de um valor a ele intrínseco.",bmm
"interdisciplinaridade é quando ocorre uma “ligação” entre duas ou mais disciplinas, é importante lembrar que somo nós que fragmentamos as ciências sejam elas exatas, naturais ou humanas; por isso o termo “ligação”. um exemplo bom exemplo de interdisciplinaridade é quando em um problema ou situação é preciso usar as ciências exatas juntas das naturais: em uma situação em que um mergulhador precisa descer a uma determinada profundidade para encontrar um organismo marinho; nesse caso é preciso considerar a pressão  água ( física ), a profundidade em relação a pressão ( matemática ), o tempo de adaptação do corpo humano ( biologia ), além de outros fatores. mas é perceptível que é preciso usar mais de uma disciplina para entender e trabalhar esta situação.
já a transversalidade, no contexto educacional, o trabalho didático integram os temas estudados a situações reais, seria uma aproximação de conhecimento científico ensinado em sala com situações vivenciadas no cotidiano. exemplo, uma comunidade ou cidade teve o surto de uma doença viral, seria responsabilidade dos professores de ciências naturais e biologia tratar deste tema em sala visando a compreensão e associação com a realidade vivida por seus alunos",pdje
"sim pela parte de alguns professores que possuem um preparo maior, por parte de
novos professores que estão à procura de criar novos métodos de se ensinar
ciências na sala de aula e assim conseguindo a atenção do .

falta de interesse ou didática ruim do professor. a metodologia de ensino do
professor pode não estar agradando os alunos, assim como também possa ser uma
falta de recursos para uma aula mais prazerosa e didática.

a interdisciplinaridade se trata do encontro de diversas áreas  educação que
visam contribuir para o aprendizado do . segundo ( , 2010 ), esta
estratégia surge com a necessidade de mudanças nos métodos de ensino e
viabilização de algumas práticas pedagógicas devido aos novos processos de

especialização do saber, a interdisciplinaridade mostrou-se como uma das
respostas para se compartilhar as relações nas mais diferentes áreas do
conhecimento. já a transversalidade trabalha alguns temas nas áreas
convencionais, ou seja, temas do dia-a-dia relacionados a química, por exemplo,
trazendo uma maior amplitude para o aprendizado do .",ve
"a sociedade é constituídas de diferentes ângulos com cultura, religião, costumes, que variam de indivíduos, grupos ou comunidade. assim a escola deve oferecer o ensino de forma que contemple os alunos que estão inserido dentro deste contexto educacional.  o uso  interdisciplinaridade é um ferramenta que contribui para um conhecimento mais amplo, uma vez que este permite conhecer conteúdos que fazem fazem parte de mais de um campo específico, possibilitando a associação de conteúdos com outras disciplinas bem como com as experiências vivenciadas no cotidiano. outro ponto importante, é o uso  transversalidade, muito desenvolvida para oferecer conteúdos que estão presentes em todas as esferas, fazendo-se necessário e acessível para compreender as relações que são estabelecidas por todos os grupos sociais, pois são conteúdos que priorizam o bem estar individual e coletivo e o equilíbrio entre homem e natureza. o uso de ferramentas tecnológicas ou o simples usos de metodologias didáticas, que o professor possa fazer uso em sala de aula, permite a oferta de um leque de relação dos conteúdos trabalhados em sala de aula, dando aos alunos a oportunidade de estudar sua realidade, com pensamento analítico sobre o por que ?, o que fazer? como fazer?,  buscando ser agente transformador  sua realidade de forma a contribuir para o desenvolvimento geral  sociedade. e o professor tem papel fundamental nesse processo uma vez que é agente mediador dos saberes que serão construídos.",sdfi
"ainda vivenciamos uma educação escolar tradicional, onde as vezes não existe uma relação entre o professor e o , uma relação ensino-aprendizagem. vemos uma escola que aprisionam os alunos e não cativam a vontade deles descobrirem novos conhecimento e às vezes não incentivam o querer do ,  o desejo do   a questão o porquê daquilo a conhecer de porque os fenômenos  natureza serem assim  e transformar a ciência, pois a  ciência está em tudo, tudo em seu método científico

vale acerca das não experiências e métodos científicos que o professor não apresenta aos alunos durante a sala de aula, isso depende de como o professor administra suas aulas pois aprender ciências está no dia dia, e basta puxarmos exemplos do dia dia para que o  sinta a vontade de estudar e descobrir novos conhecimentos. . 

a interdisciplinaridade e a transversalidade são métodos que andam juntos na questão de trabalhar com os alunos disciplinas no âmbito educacional, sempre tem que haver uma troca de conhecimentos, onde o  e o professor aprende a fazer suas aulas juntos, e o poder de se aprender com o  envolvendo a realidade, mostrando as experiências que há em seu mundo, ideias pedagógicas devem ser abordados em sala de aula, para que haja uma relação homem-natureza. esses dois métodos de trabalhar sempre haverá o diálogo, o conhecer cada ser nessa reação que está sempre envolvendo o ensino-aprendizagem. então é muito importante sabemos utilizar  essas práticas educacionais em sala de aula. a interdisciplinaridade admitiu uma grande melhoria na idéia de integração curricular e os interesses de cada disciplina são conservados.a transversalidade e a interdisciplinaridade são modos de trabalhar o conhecimento que buscam reintegração de procedimentos acadêmicos, que ficaram isolados uns dos outros pelo método disciplinar.",ssml
"1. em sua opinião, isto na prática vem acontecendo? quais as suas
considerações acerca deste questionamento?

a cidadania na escola implica em lutar e colaborar para a melhoria na formação humana no sentido moral. em minha opinião isto não acontece de maneira correta. as escolas visam muito na boa formação escolar, como nota dez e na aprovação no vestibular. o papel  escola é preparar crianças e jovens para serem cidadãos mais conscientes, críticos e participativos. dessa forma, eles poderão exercer seus direitos e deveres de forma mais responsável. a cidadania também precisa ser vivenciada dentro de casa e, por isso, a parceria com a família é fundamental. estreitar o relacionamento e explicar os objetivos de cada ação, a fim de que o trabalho continue também com os pais, é parte primordial de uma formação completa. é preciso unir família,  e uma equipe efetuosa e capacitada de professores. e essa, infelizmente, é uma realidade distante de acontecer, principalmente na maioria das escolas públicas, de comunidades carentes, e os pais estão pouco presente na formação acadêmica dos filhos. também ocorre em escolas privadas, onde muitos pais só exigem a aprovação do  e não participa efetivamente na formação de ensino e aprendizagem.

2. por que os alunos sentem dificuldades em aprender ciências? como
uma disciplina que estuda a vida e seus processos não motiva o 
a se interessar em aprender?

os 'problemas' colocados ao , e que ele é solicitado a 'resolver', particularmente na área de ciências, resumem-se, na sua quase generalidade, a: efetuar uma série de operações, simples ou conjugadas; utilizar fórmulas e algoritmos; utilizar macetes para encontrar respostas ou memorizar caminhos que levem às mesmas; habilitar-se à repetição de atividades do tipo 'siga o exemplo', através das quais consiga, numa 'prova' , repetir a atividade, quando modificados alguns coeficientes; ou nem mesmo isso, quando se trata de testes sem consulta em que, de uma bateria de exercícios efetuados em aula, alguns são escolhidos para 'cair' no dito teste. esta situação se encontra embutida em uma problemática mais geral, que caracteriza o comum do ensino normalmente ministrado nas escolas; o excessivo apego ao livro-texto; a metodologia utilizada nas aulas; uso inadequado de salas-ambiente; a própria sistemática burocrático-administrativa; a não utilização ou utilização equivocada dos recursos  moderna tecnologia educacional.  a maioria das escolas não dispõe de materiais didáticos e pedagógicos diversificado, consequentemente o docente não utiliza de recursos e  métodos diferenciados, trabalha de forma habitual, ou seja, escreve os conteúdos no quadro enquanto os alunos copiam em seus cadernos. as velhas práticas, as ferramentas ultrapassadas e as metodologias retrógradas já não são suficientes para suprir as necessidades do atual cenário educacional brasileiro. é preciso considerar que as informações se tornaram mais rápidas e acessíveis, que os estudantes estão cada vez mais autônomos e conectados que e as novas tecnologias e mídias sociais estão revolucionando a forma de ensinar e aprender. tudo isso requer uma escola com um perfil contemporâneo de aprendizado, que ajude o  a vencer todos os desafios que a sociedade impõe. nesse contexto, deve-se ressaltar a importância  formação continuada, com a finalidade de manter a equipe escolar sempre atualizada, inovando e aprimorando as práticas pedagógicas. é preciso criar estratégias inovadoras de ensino para auxiliar no desenvolvimento dos alunos, mas isso não se refere unicamente ao uso de novas tecnologias. inovar usando velhos recursos, incluindo os tradicionais, mas nunca ultrapassados, livros didáticos, canetas e papéis. é possível e esses recursos devem sim ser explorados em sala: a criatividade pode ?colorir? a escola e dar significado ao ensino-aprendizado através de projetos diferentes, interdisciplinaridade e aulas mais dinâmicas e interativas. ainda assim, as inovações podem e devem incluir de instrumentos tecnológicos. 

3. você entende como se trabalhar com a interdisciplinaridade e
transversalidade? 

a interdisciplinaridade e a transversalidade são métodos de se trabalhar o conhecimento que buscam uma reintegração de aspectos que ficaram isolados pelo tratamento disciplinar. com isso, busca-se conseguir uma visão mais ampla e adequada  realidade. ou seja, que supere a fragmentação dos conceitos trabalhados. e que vá além das disciplinas formais, tratando os conceitos de maneira integrada. a interdisciplinaridade pode ser compreendida como sendo a troca entre áreas do conhecimento. a interdisciplinaridade pretende garantir a construção de conhecimentos que rompam as fronteiras entre as disciplinas. a transversalidade diz respeito à possibilidade de se estabelecer, na prática educativa, uma relação entre aprender conhecimentos teoricamente sistematizados e as questões  realidade e de sua transformação.",sdlmm
